(55, 0);(19, 38);(1, 46);(87, 72);(90, 89);(58, 84);(29, 71);(82, 58);(26, 31);(10, 28)
89,42.202,71.197,90.471,47.043,64.008,66.648,75.604,33.734,63.285,79.057
89,52.498,70.029,88.204,32.062,49.010,53.824,67.535,19.313,63.640,79.906
71,25.612,55.027,74.673,54.406,71.568,65.307,66.068,39.560,46.325,61.522
40,15.000,43.417,60.308,85.983,102.083,85.907,71.847,71.610,34.015,41.037
8,85.147,34.785,25.962,79.006,83.952,51.662,21.000,75.133,43.863,43.046
4,64.815,15.133,6.708,88.955,98.980,69.656,39.825,80.050,23.770,13.416
90,41.340,72.780,92.179,50.090,67.000,69.771,78.243,36.878,64.630,80.225
97,42.000,86.764,106.452,72.691,89.275,92.612,98.311,59.908,77.473,91.395
83,75.392,71.554,85.440,4.472,20.248,28.653,54.009,12.042,69.065,84.220
77,32.558,59.666,79.120,49.031,66.287,62.936,67.179,34.366,51.478,67.119
66,55.109,49.649,65.490,27.659,42.438,31.048,40.719,16.492,46.141,61.741
86,43.841,67.365,86.313,41.012,58.138,59.942,69.635,27.295,60.000,76.059
96,52.010,77.233,96.026,41.000,57.315,64.405,77.524,29.530,70.007,86.093
43,66.098,36.125,46.098,44.553,52.773,24.207,15.232,39.623,38.013,49.578
7,59.405,12.369,12.530,88.142,99.020,70.725,42.190,78.447,19.416,7.616
45,13.454,38.949,57.489,75.717,91.788,76.118,64.031,61.400,29.069,39.825
8,58.009,11.705,13.892,87.664,98.737,70.711,42.544,77.795,18.248,6.325
13,61.555,9.220,12.042,78.772,88.685,59.548,30.529,70.214,19.105,17.263
49,38.471,30.000,48.662,50.990,65.437,46.872,38.588,38.588,24.042,40.262
75,23.854,61.327,81.025,60.208,77.466,73.007,74.027,45.541,52.202,66.708
90,80.957,79.158,93.005,3.162,16.000,33.838,61.033,17.000,76.551,91.788
36,38.079,17.720,37.336,64.203,77.795,55.543,38.639,52.355,10.198,26.476
50,13.928,39.825,59.076,69.642,85.884,71.449,61.685,55.218,30.000,42.720
37,21.095,32.450,50.210,78.873,94.303,75.961,60.531,65.069,22.825,31.906
43,77.929,45.793,52.202,44.283,48.508,16.553,15.232,43.382,49.041,59.076
100,64.351,81.394,99.000,29.069,44.147,56.639,75.273,21.633,75.505,91.782
98,68.250,80.411,97.252,21.954,36.878,50.606,71.309,16.763,75.286,91.482
89,52.498,70.029,88.204,32.062,49.010,53.824,67.535,19.313,63.640,79.906
92,37.483,79.706,99.403,66.189,83.024,85.088,90.521,52.953,70.576,84.900
91,97.862,89.404,100.623,19.416,2.236,33.734,65.146,34.205,88.459,102.616
83,102.883,88.414,97.637,27.295,12.207,29.155,60.828,41.012,88.730,101.833
71,85.510,69.426,79.649,20.000,19.647,13.000,43.966,28.231,69.527,82.807
58,51.088,41.110,57.219,35.805,49.679,33.000,35.228,25.000,37.736,53.226
22,35.847,24.187,38.275,87.115,101.237,78.715,57.428,74.404,17.464,18.439
73,83.952,69.656,80.498,17.205,18.385,15.133,45.354,25.632,69.354,82.976
77,38.013,58.421,77.466,42.202,59.439,56.303,62.482,27.459,51.000,67.067
70,39.925,51.010,69.584,38.910,55.714,48.508,53.263,24.187,44.407,60.671
3,55.362,24.839,27.074,99.323,111.665,85.147,58.138,88.102,25.942,11.402
48,79.310,50.220,57.428,39.623,43.174,11.180,20.616,39.962,52.802,63.600
37,33.287,20.591,40.249,66.603,80.808,59.808,43.738,54.083,11.402,27.000
51,55.145,36.235,50.804,39.812,51.740,29.833,27.203,31.145,34.655,49.092
63,56.569,47.539,62.801,28.844,42.638,28.443,37.162,19.105,44.654,59.942
81,34.713,63.789,83.241,49.366,66.611,65.192,70.767,35.014,55.579,71.176
94,69.065,77.369,93.648,16.553,32.249,45.000,66.491,12.042,72.801,88.865
1,54.083,39.357,43.000,110.259,123.762,99.045,73.539,97.908,37.537,26.571
42,13.153,42.720,60.141,83.217,99.363,83.546,70.214,68.819,33.121,41.231
11,45.607,27.203,35.440,96.830,110.318,85.983,61.685,84.599,24.207,16.031
29,52.839,12.806,28.000,63.561,74.632,47.802,25.000,54.342,15.297,26.173
89,76.922,76.557,90.956,3.606,20.025,34.438,60.033,13.038,73.573,89.006
41,99.985,64.846,66.400,53.339,50.010,22.672,30.463,57.983,69.635,77.473
88,87.464,81.302,93.776,9.055,8.246,30.150,59.841,23.770,79.649,94.303
28,79.712,38.079,39.623,59.076,63.561,31.321,4.123,56.613,44.045,50.329
78,87.092,74.813,85.866,15.000,13.000,20.000,50.695,26.306,74.250,88.091
0,71.701,20.616,1.000,90.802,99.745,69.340,38.288,82.873,30.017,20.591
76,59.808,59.775,75.664,19.416,35.847,33.287,49.336,6.325,55.902,71.694
31,67.417,27.731,34.482,56.719,64.475,34.205,8.246,51.245,32.388,40.817
40,15.297,40.817,58.052,83.487,99.479,82.976,68.884,69.203,31.305,39.051
15,40.000,38.210,48.083,101.823,116.387,94.366,72.367,88.617,32.894,28.443
62,64.382,50.249,63.600,26.249,37.537,20.396,33.734,20.881,48.836,63.246
70,19.849,56.798,76.485,61.400,78.588,72.007,71.028,46.573,47.539,61.847
36,81.253,44.385,48.104,51.478,54.918,22.561,10.630,50.567,49.031,57.245
93,62.008,74.813,92.049,23.770,40.112,49.497,67.676,14.213,69.376,85.615
96,73.498,80.362,96.177,14.213,28.636,44.418,67.742,14.318,76.158,92.114
59,47.170,41.000,58.009,37.537,52.202,37.014,38.419,25.495,36.674,52.555
35,84.404,46.819,49.518,52.953,55.444,23.087,12.530,52.773,51.788,59.506
7,73.756,21.633,11.662,81.584,89.320,58.181,26.627,75.027,31.401,28.160
0,110.639,61.033,50.010,90.250,90.272,59.228,38.288,90.377,70.007,68.731
20,40.817,17.029,31.401,84.202,97.591,73.573,50.804,72.201,11.662,12.207
64,55.731,48.104,63.640,28.601,42.802,29.614,38.484,18.248,44.944,60.374
91,98.793,90.000,101.074,20.396,3.162,33.956,65.460,35.171,89.140,103.233
98,65.947,79.906,97.082,24.597,39.812,52.498,72.125,17.889,74.465,90.708
7,72.250,20.000,10.000,82.000,90.078,59.169,27.803,75.107,29.833,26.173
22,94.921,51.088,47.854,67.186,68.000,36.346,19.313,67.535,58.138,62.169
100,58.898,81.000,99.323,36.401,51.971,62.290,78.294,26.907,74.330,90.554
30,66.851,26.401,33.121,57.871,65.795,35.609,9.055,52.154,31.257,39.446
64,18.358,50.090,69.778,60.539,77.492,68.264,65.192,45.695,40.853,55.317
85,34.482,69.260,88.865,55.036,72.173,72.236,77.795,41.110,60.638,75.802
53,54.037,37.577,52.612,38.471,50.931,30.414,29.411,29.275,35.468,50.249
87,60.208,69.231,86.145,21.000,38.118,43.932,61.351,8.602,64.195,80.362
49,34.525,30.265,49.477,53.740,68.600,50.804,42.059,40.804,23.195,39.459
73,41.146,54.009,72.560,37.696,54.708,49.336,55.606,22.847,47.381,63.640
17,62.008,11.180,16.279,73.682,83.241,53.907,25.060,65.620,20.125,22.136
40,17.000,36.620,54.452,79.404,95.189,78.102,63.953,65.299,26.926,36.056
22,81.025,36.125,35.000,65.031,69.635,37.363,7.616,62.097,43.186,47.539
81,48.549,62.073,80.156,31.575,48.836,48.765,60.033,17.029,55.902,72.180
50,94.133,64.008,68.593,43.046,40.311,12.806,31.145,48.166,67.417,77.175
58,71.063,51.088,62.241,29.017,36.715,13.000,29.000,27.295,51.225,64.444
87,41.869,68.884,88.074,45.000,62.073,63.953,72.801,31.401,61.131,77.006
49,98.184,67.082,70.767,46.043,41.976,16.643,33.601,51.856,70.838,80.131
92,90.874,85.755,98.234,12.083,6.325,34.015,64.133,26.926,84.024,98.737
100,55.803,81.154,99.850,41.110,56.886,66.068,80.529,30.806,74.027,90.139
0,111.508,61.984,51.010,90.521,90.355,59.439,38.949,90.802,70.937,69.721
14,104.389,58.215,51.662,76.844,76.322,45.607,29.155,77.897,66.098,68.118
75,42.059,56.009,74.545,37.000,54.120,49.980,57.201,22.136,49.366,65.620
90,103.121,92.315,102.577,25.179,8.000,34.540,66.310,39.812,91.935,105.646
81,38.210,62.801,82.000,44.407,61.660,60.539,67.476,30.017,55.082,71.000
37,86.885,50.329,53.075,51.662,53.151,21.024,16.125,52.479,55.109,63.071
19,85.907,40.000,36.715,68.264,71.847,39.459,12.207,66.098,47.518,50.804
28,37.483,15.000,33.601,74.813,88.391,65.299,45.011,62.769,5.385,18.111
21,68.964,22.091,24.413,67.082,74.847,44.102,13.601,61.033,29.428,33.838
50,55.227,35.355,49.820,40.719,52.498,30.083,26.401,32.140,33.941,48.260
65,58.856,50.160,65.115,26.077,39.825,26.926,38.275,17.000,47.434,62.650
2,54.129,31.906,35.014,104.623,117.593,92.005,65.795,92.785,31.241,18.788
28,36.797,15.811,34.205,75.432,89.107,66.189,46.011,63.285,6.325,18.248
5,78.102,26.077,14.560,82.873,89.811,58.181,26.401,77.026,35.805,32.388
58,10.440,48.010,67.417,68.447,85.235,74.000,67.543,53.666,38.275,51.264
77,62.032,61.351,76.942,17.205,33.615,32.202,49.729,5.000,57.706,73.410
32,92.892,53.600,53.824,57.871,58.009,26.683,19.235,59.363,59.304,65.788
20,35.014,37.014,48.847,97.622,112.446,91.285,70.576,84.220,30.594,28.792
22,97.739,54.083,50.567,68.007,68.066,36.878,22.136,68.964,61.131,65.115
36,46.098,17.464,35.228,59.169,71.589,47.413,29.833,48.703,14.866,29.530
26,29.614,32.757,47.170,89.872,104.809,84.309,65.069,76.420,25.000,27.203
33,99.464,60.638,60.208,59.506,57.559,28.178,26.306,62.626,66.370,72.732
69,58.694,53.488,68.884,23.431,38.275,29.155,42.379,13.038,50.249,65.742
47,89.359,58.181,62.968,43.463,43.000,12.083,25.456,46.755,61.685,71.344
95,53.151,76.059,94.641,37.855,54.231,61.400,75.180,26.420,69.116,85.288
31,100.896,61.188,60.033,61.741,59.682,30.414,27.074,64.815,67.186,73.082
75,64.195,60.539,75.505,16.279,31.765,28.601,47.074,7.616,57.454,72.897
45,48.052,27.514,44.011,48.877,61.555,39.217,28.844,38.601,24.839,39.825
52,91.049,62.434,68.015,39.825,38.053,9.220,30.480,44.598,65.391,75.717
25,87.316,44.407,43.267,62.801,65.376,33.061,11.705,61.847,51.010,56.045
0,103.774,53.488,42.012,88.459,90.006,58.138,33.615,87.316,62.650,60.828
28,36.797,15.811,34.205,75.432,89.107,66.189,46.011,63.285,6.325,18.248
60,34.366,41.195,60.208,46.615,62.650,50.040,48.270,32.558,34.132,50.359
10,57.009,9.487,14.213,85.428,96.519,68.593,40.706,75.584,16.492,7.000
66,75.802,59.816,71.176,21.213,27.785,12.042,37.216,23.345,59.464,73.110
78,83.241,72.422,84.172,12.042,15.000,20.396,49.820,22.361,71.449,85.604
20,68.600,21.024,23.022,68.250,76.158,45.486,15.000,62.008,28.636,32.573
43,89.805,56.365,60.108,47.170,47.000,15.811,22.804,49.820,60.440,69.354
1,77.078,24.759,9.000,87.664,95.273,63.953,32.249,81.056,34.655,28.460
38,50.922,21.471,37.054,54.562,66.219,41.183,24.698,45.122,20.809,34.409
23,39.408,15.524,31.828,80.604,94.048,70.328,48.374,68.600,8.544,13.928
3,56.859,21.932,23.087,97.247,109.202,82.134,54.589,86.406,24.352,8.602
8,61.717,11.180,9.220,85.235,95.525,66.603,37.443,76.158,20.125,12.166
100,46.840,84.770,104.355,60.415,76.655,82.492,91.679,48.466,76.158,91.241
75,59.464,58.822,74.673,20.000,36.249,32.757,48.384,7.280,55.009,70.774
54,63.008,43.012,55.660,34.205,44.407,21.378,26.249,28.443,42.521,56.223
70,63.789,56.365,70.831,19.723,33.601,25.060,41.976,12.649,53.824,68.964
36,44.283,17.117,35.511,60.208,72.918,49.193,31.780,49.396,13.454,28.636
7,50.289,25.942,31.575,98.229,111.198,85.802,60.166,86.452,24.839,13.342
44,61.000,33.302,45.222,44.643,54.378,27.785,18.601,38.053,34.132,46.690
94,44.294,76.903,96.302,51.478,68.118,72.560,82.006,38.897,68.731,84.291
25,46.861,6.325,26.000,71.694,83.869,58.249,35.228,61.098,5.099,17.000
74,55.362,56.754,73.246,23.854,40.311,35.777,48.847,10.000,52.393,68.352
41,96.026,61.098,63.253,51.430,49.366,20.248,26.833,55.227,65.734,73.824
100,62.936,81.222,99.020,30.871,46.098,58.000,75.961,22.804,75.133,91.411
0,79.209,26.870,11.045,88.284,95.520,63.977,32.202,82.006,36.770,30.676
88,76.485,75.644,89.989,3.162,20.100,33.541,59.034,12.530,72.719,88.119
82,34.828,65.000,84.481,50.249,67.476,66.483,72.180,36.000,56.719,72.250
81,102.357,86.977,95.964,27.659,13.454,27.459,59.059,41.012,87.459,100.409
13,73.239,22.804,18.439,74.967,82.280,51.000,19.416,69.029,31.780,32.140
47,36.878,28.071,47.074,53.814,68.250,49.244,39.357,41.340,21.587,37.855
51,56.143,36.715,50.990,39.395,51.088,28.862,26.627,31.064,35.355,49.649
37,18.248,39.357,56.080,85.212,101.020,83.678,68.469,71.063,30.083,36.797
17,86.764,40.050,35.777,70.257,73.824,41.437,13.892,68.007,47.854,50.488
17,84.971,38.053,34.000,70.114,74.148,41.773,13.000,67.446,45.891,48.508
66,81.744,63.702,73.824,22.847,25.298,8.544,38.328,28.018,64.031,77.104
59,69.116,50.606,62.394,28.160,36.892,15.033,30.067,25.495,50.329,63.891
16,82.765,35.128,30.887,71.007,75.710,43.417,13.153,67.683,43.174,45.398
5,58.310,16.125,16.492,92.130,103.470,75.664,47.508,81.933,21.024,5.385
78,52.326,59.682,77.006,26.571,43.681,42.059,54.562,11.705,54.406,70.605
86,49.820,67.007,85.288,33.015,50.160,53.000,65.368,19.416,60.531,76.792
29,46.872,10.050,28.862,66.731,78.873,53.535,32.000,56.303,8.544,21.954
38,91.591,55.362,57.489,52.202,52.010,20.881,21.024,54.406,60.208,68.029
31,96.047,56.294,55.758,59.808,59.135,28.460,22.091,61.855,62.201,68.308
56,10.050,46.400,65.734,69.318,86.006,74.027,66.708,54.589,36.620,49.396
73,50.329,54.745,72.007,28.653,45.310,39.925,50.120,14.213,49.649,65.803
86,78.390,75.133,88.888,1.000,17.464,30.463,57.009,14.560,72.670,87.818
15,44.283,19.416,30.414,89.404,102.591,77.936,53.852,77.524,16.279,10.296
82,32.450,66.098,85.703,54.231,71.449,70.228,74.953,40.000,57.489,72.691
4,106.066,57.009,47.096,85.615,86.093,54.745,33.302,85.493,65.788,65.276
78,53.226,59.841,77.026,25.632,42.720,41.183,54.129,10.770,54.708,70.880
13,43.174,28.636,37.947,96.540,110.318,86.608,63.063,84.054,24.698,18.248
97,85.959,86.331,100.285,10.440,15.652,40.025,68.118,22.672,83.528,98.884
15,55.172,4.000,16.125,79.624,90.697,62.968,35.847,69.921,13.038,11.180
80,80.006,71.868,84.504,8.062,16.401,23.409,51.245,18.111,70.292,84.876
73,31.623,55.317,74.726,48.083,65.253,59.908,62.936,33.242,47.265,63.032
90,83.672,80.529,93.920,5.000,13.000,32.985,61.205,19.698,78.237,93.295
43,50.448,26.401,42.107,49.649,61.717,38.079,26.077,40.025,24.759,39.115
46,29.411,28.792,48.466,60.141,75.213,57.271,46.239,46.861,20.224,36.000
23,38.833,16.492,32.558,81.216,94.752,71.197,49.366,69.116,9.487,14.318
97,107.541,99.020,109.659,28.792,12.207,41.785,73.539,43.658,98.311,112.294
91,79.605,79.202,93.408,4.123,18.028,35.468,62.000,15.811,76.322,91.706
57,94.021,67.676,73.756,37.202,33.377,10.050,36.235,43.829,70.214,81.025
73,21.095,60.374,80.056,62.586,79.831,74.525,74.404,47.854,51.078,65.253
24,40.460,13.000,30.480,78.006,91.241,67.231,45.277,66.242,5.385,14.142
52,42.107,33.242,51.157,46.098,60.440,42.426,37.014,34.000,28.231,44.272
90,80.957,79.158,93.005,3.162,16.000,33.838,61.033,17.000,76.551,91.788
5,50.359,34.928,40.200,105.262,118.802,94.303,69.289,92.914,32.650,22.561
80,49.739,61.205,79.057,29.833,47.074,46.530,58.181,15.133,55.317,71.589
97,88.589,87.658,101.193,11.662,13.038,39.459,68.359,25.000,85.147,100.344
74,60.083,58.189,73.824,19.849,35.777,31.385,47.127,8.062,54.589,70.264
43,92.779,59.093,62.290,48.332,47.096,17.000,25.239,51.740,63.325,72.007
0,107.187,57.245,46.011,89.269,90.050,58.549,35.805,88.769,66.310,64.777
43,19.209,33.242,52.202,72.007,87.664,70.612,57.723,58.052,23.345,35.468
75,50.160,56.569,74.000,28.636,45.541,41.629,52.355,13.892,51.245,67.446
17,44.944,14.142,27.203,84.876,97.745,72.670,48.508,73.355,11.402,8.062
98,51.313,79.630,98.656,45.354,61.522,68.819,81.302,34.000,72.062,88.000
76,48.754,57.315,75.027,30.083,47.127,43.863,54.203,15.232,51.662,67.912
98,97.944,93.493,105.702,19.416,8.062,40.200,71.063,34.000,91.831,106.508
36,67.720,31.906,39.825,51.478,59.093,29.069,9.220,46.530,35.440,45.222
21,44.688,9.220,26.249,78.772,91.439,66.287,42.755,67.543,5.385,11.045
83,88.544,78.816,90.377,12.649,8.602,25.000,55.543,26.019,77.833,92.005
60,51.245,43.012,59.211,34.205,48.415,33.061,36.892,23.087,39.446,55.036
70,48.384,51.624,69.000,31.064,47.424,39.850,48.021,16.971,46.487,62.642
17,98.615,53.038,47.760,72.533,73.027,41.593,23.324,72.897,60.671,63.388
89,103.730,92.195,102.215,26.077,9.055,34.015,65.795,40.608,91.967,105.551
67,83.863,65.795,75.664,22.825,23.770,9.055,39.850,29.155,66.219,79.209
73,67.446,60.374,74.465,15.652,29.411,24.207,44.407,11.402,58.009,73.062
43,15.620,36.878,55.317,76.026,91.924,75.505,62.586,61.847,27.019,37.590
56,88.006,62.201,69.203,34.886,34.015,4.472,31.906,39.699,64.413,75.604
22,42.012,12.369,29.000,79.630,92.698,68.264,45.541,68.000,6.403,12.166
62,33.734,43.290,62.370,46.325,62.610,51.157,50.329,32.016,36.056,52.240
16,51.740,5.000,19.209,80.529,92.201,65.299,39.217,70.228,10.440,8.485
39,21.932,30.480,49.041,74.518,89.872,71.568,56.886,60.811,20.616,31.780
25,76.158,32.558,33.941,62.032,67.720,35.847,4.123,58.249,39.013,44.598
34,76.922,39.000,43.278,53.038,57.974,26.000,5.831,50.596,43.738,51.884
70,65.734,57.245,71.309,18.788,32.016,23.324,41.593,13.416,55.000,69.971
45,11.662,41.231,59.464,78.230,94.414,79.076,66.940,63.820,31.401,41.340
98,52.431,79.404,98.311,43.417,59.540,67.201,80.262,32.249,72.007,88.023
50,49.254,32.894,49.092,43.566,56.569,35.903,30.414,33.242,30.000,45.177
60,92.136,67.801,74.813,33.601,30.150,8.246,37.443,40.497,69.836,81.216
58,38.118,39.000,57.559,44.688,60.208,46.000,43.932,31.241,32.757,49.031
80,78.109,70.831,83.815,7.280,18.028,24.166,51.088,16.125,69.029,83.762
50,32.388,31.575,50.961,54.489,69.635,52.612,44.294,41.231,24.021,40.200
99,90.427,89.894,103.407,13.892,13.454,41.304,70.456,27.019,87.367,102.577
61,86.209,63.781,72.111,29.530,29.155,3.606,35.341,35.000,65.192,77.233
65,39.294,46.000,64.498,40.497,56.798,46.530,48.836,26.249,39.623,55.902
64,87.464,66.528,75.166,27.459,26.077,6.708,38.484,34.132,67.676,79.981
30,69.642,29.155,34.670,57.428,64.622,33.838,6.083,52.469,34.234,42.059
37,88.843,52.202,54.562,52.202,53.038,21.213,17.889,53.535,57.070,64.885
33,43.909,14.000,32.985,63.812,76.485,52.355,33.242,52.924,9.899,25.080
1,84.504,32.450,19.000,86.284,92.179,60.083,28.636,81.302,42.202,38.079
67,13.892,57.140,76.662,68.007,85.165,77.524,74.431,53.160,47.508,60.745
23,104.995,62.129,58.310,69.857,67.897,38.484,29.614,72.422,69.065,73.164
39,99.298,63.246,64.405,54.589,51.788,23.601,28.792,58.728,68.250,75.769
77,38.833,58.310,77.279,41.231,58.464,55.362,61.847,26.476,51.010,67.119
80,25.318,69.836,89.471,68.359,85.586,82.970,84.202,54.037,60.374,74.000
16,106.405,61.074,55.082,75.961,74.673,44.598,30.871,77.698,68.731,71.253
81,40.460,62.394,81.394,41.437,58.694,57.775,65.605,27.019,55.000,71.063
70,83.361,67.357,77.827,19.723,21.190,12.166,42.450,26.833,67.357,80.722
3,55.362,24.839,27.074,99.323,111.665,85.147,58.138,88.102,25.942,11.402
14,107.154,61.205,54.571,77.833,76.655,46.487,31.765,79.404,69.051,71.113
96,67.801,78.645,95.336,20.125,35.511,48.415,69.123,14.560,73.682,89.844
71,100.285,80.156,87.801,31.385,21.471,19.849,50.478,42.450,81.541,93.606
97,91.241,89.067,102.181,13.454,10.630,39.115,68.731,27.459,86.839,101.872
23,85.235,41.195,39.661,64.382,67.742,35.355,10.000,62.626,48.094,52.631
62,40.608,43.046,61.294,40.608,56.436,44.181,45.277,26.907,37.108,53.367
22,60.745,13.342,21.587,68.308,77.897,48.836,21.190,60.407,20.396,25.942
81,100.424,85.586,94.874,25.710,12.042,26.420,58.138,39.013,85.913,99.005
90,55.444,71.176,89.051,29.155,46.000,52.010,67.119,17.000,65.115,81.394
79,32.558,62.097,81.609,50.636,67.897,65.460,70.007,36.125,53.759,69.260
79,82.565,72.670,84.694,10.630,14.866,21.587,50.636,21.213,71.505,85.802
84,88.865,79.630,91.285,12.369,7.810,26.000,56.515,26.077,78.568,92.801
7,48.000,39.850,46.390,107.629,121.696,98.270,74.330,94.810,36.359,28.160
23,93.638,50.160,47.413,65.970,67.007,35.228,18.028,66.189,57.079,61.392
9,46.043,37.363,44.721,104.805,118.870,95.525,71.840,92.005,33.615,26.019
91,37.363,77.253,96.933,62.129,79.006,81.025,86.977,48.836,68.308,82.976
3,77.897,25.612,12.166,85.159,92.358,60.836,29.069,79.000,35.468,30.806
81,99.459,84.900,94.340,24.739,11.402,25.942,57.697,38.013,85.147,98.311
86,38.013,68.884,88.323,50.010,67.119,68.029,75.166,36.222,60.671,76.236
4,66.708,15.811,4.243,87.920,97.529,67.801,37.537,79.429,25.060,16.155
78,61.465,61.984,77.782,17.493,34.176,33.601,50.961,4.123,58.138,73.926
64,24.698,47.434,67.067,54.129,70.937,61.294,59.405,39.357,38.833,54.231
30,34.655,17.804,36.401,74.518,88.459,66.212,47.011,62.129,8.062,20.396
27,100.960,59.540,57.245,65.000,63.506,33.615,26.077,67.424,66.008,71.063
37,75.186,39.357,45.000,50.010,55.362,23.707,8.246,47.434,43.417,52.479
97,98.412,93.193,105.190,19.723,7.000,39.319,70.342,34.438,91.679,106.254
99,80.156,85.094,100.225,13.000,23.770,44.385,70.114,19.235,81.394,97.170
74,80.281,68.007,79.706,14.318,19.416,17.088,45.541,21.541,67.179,81.216
8,48.270,29.155,35.693,99.810,113.172,88.482,63.569,87.664,26.907,17.117
7,54.589,16.971,20.881,92.282,104.202,77.233,50.090,81.541,19.647,3.606
39,75.710,41.183,47.202,48.042,53.160,21.471,10.440,45.880,44.922,54.378
77,62.032,61.351,76.942,17.205,33.615,32.202,49.729,5.000,57.706,73.410
46,77.524,47.434,54.644,41.304,45.607,13.892,18.028,40.706,50.160,60.803
27,47.202,8.000,27.203,68.964,81.056,55.471,33.061,58.523,7.071,19.723
6,49.092,37.336,43.290,106.405,120.216,96.255,71.784,93.814,34.409,25.318
14,89.894,42.297,36.401,73.437,76.531,44.181,17.493,71.470,50.448,52.154
66,43.417,47.170,65.123,36.620,52.773,42.755,47.011,22.627,41.485,57.723
74,59.135,57.871,73.682,20.616,36.674,32.249,47.434,8.246,54.120,69.857
68,17.029,55.946,75.591,63.891,81.043,73.682,71.561,49.041,46.519,60.440
96,93.472,89.694,102.318,15.000,7.810,38.000,68.250,29.530,87.801,102.626
80,84.770,74.632,86.406,11.402,12.806,22.204,51.971,23.087,73.593,87.801
43,40.804,24.021,42.579,55.000,68.622,47.434,34.928,43.382,18.788,34.785
59,81.099,58.728,67.742,29.411,32.016,3.162,31.623,32.527,59.908,72.180
74,88.074,73.000,83.241,19.105,16.279,16.125,47.434,29.120,73.000,86.371
35,80.523,43.081,46.690,52.345,56.089,23.770,9.220,51.078,47.854,55.902
27,86.649,44.721,44.407,60.828,63.388,31.064,11.180,60.008,51.010,56.613
47,27.203,30.463,50.160,60.959,76.276,59.034,48.466,47.424,21.587,37.054
74,38.079,55.227,74.148,41.110,58.241,53.451,58.898,26.249,48.042,64.195
82,34.205,65.253,84.770,51.245,68.469,67.417,72.863,37.000,56.886,72.339
46,95.425,63.071,66.528,47.011,44.407,16.279,29.411,51.624,67.052,76.059
81,40.460,62.394,81.394,41.437,58.694,57.775,65.605,27.019,55.000,71.063
68,24.698,51.865,71.512,54.424,71.470,63.789,63.411,39.560,43.174,58.421
80,33.302,63.063,82.565,50.488,67.742,65.788,70.725,36.056,54.745,70.257
27,28.000,38.833,52.839,93.723,109.041,89.538,71.028,79.931,31.016,32.757
48,8.062,44.688,63.032,78.390,94.810,80.623,69.642,63.812,34.828,44.944
17,106.042,61.033,55.362,75.027,73.682,43.658,30.463,76.851,68.593,71.344
50,31.401,31.780,51.245,55.227,70.456,53.600,45.177,41.869,24.000,40.112
40,87.298,52.393,55.866,49.041,50.090,18.111,18.601,50.478,56.754,65.299
61,98.184,73.239,79.398,36.770,30.364,14.318,41.869,45.177,75.591,86.608
47,48.662,29.732,46.043,46.648,59.414,37.643,29.206,36.401,27.019,42.059
43,13.892,39.205,57.315,78.492,94.515,78.447,65.513,64.203,29.411,39.115
29,28.636,27.857,44.045,83.451,98.234,77.621,59.000,70.178,19.235,24.839
54,21.024,38.910,58.600,60.745,76.942,63.127,55.902,46.400,29.732,44.553
68,36.401,49.163,68.066,42.485,59.237,50.990,53.759,27.785,42.107,58.310
43,88.814,55.462,59.397,46.819,47.011,15.524,22.023,49.204,59.481,68.476
84,47.802,65.000,83.385,34.132,51.352,52.839,64.140,20.100,58.421,74.673
56,73.007,50.931,61.270,31.016,37.577,11.180,27.074,30.017,51.614,64.351
84,100.285,87.115,96.897,24.187,9.220,28.636,60.415,38.053,87.115,100.499
62,20.248,47.011,66.708,58.600,75.392,65.123,61.587,43.829,37.947,52.773
43,95.755,61.847,64.537,49.649,47.381,18.601,27.785,53.759,66.219,74.686
41,15.232,38.833,56.569,80.449,96.385,79.831,66.098,66.219,29.155,38.013
65,27.857,47.539,67.052,50.990,67.779,58.421,57.628,36.235,39.319,55.036
52,72.062,47.381,57.245,35.000,41.629,13.416,23.022,33.106,48.549,60.828
6,55.009,18.385,21.587,93.648,105.603,78.645,51.430,82.855,20.881,5.000
59,48.166,41.231,58.034,36.878,51.400,36.014,37.802,25.080,37.121,52.924
12,83.863,34.713,28.231,75.000,79.831,47.539,17.029,71.386,43.324,44.045
57,73.027,51.662,62.169,30.017,36.674,11.045,28.071,29.155,52.202,65.069
97,49.930,78.772,97.862,46.098,62.394,69.065,80.994,34.438,71.113,87.006
66,23.707,49.980,69.642,55.154,72.111,63.506,62.201,40.311,41.231,56.436
35,55.714,21.260,34.525,55.714,66.287,39.408,19.925,47.381,22.847,34.655
39,69.857,36.056,43.909,48.166,55.154,24.839,10.440,44.147,39.217,49.406
16,62.626,11.402,15.297,74.632,84.119,54.672,25.554,66.611,20.591,21.840
92,67.119,75.186,91.548,16.763,33.061,44.045,64.761,10.198,70.576,86.649
31,38.419,14.422,34.000,70.000,83.439,60.374,41.049,58.181,5.099,21.095
95,104.000,95.603,106.471,25.298,8.602,38.897,70.576,40.162,94.795,108.853
67,41.761,48.042,66.272,37.736,54.129,44.911,49.041,23.431,41.976,58.249
64,9.000,58.898,78.006,75.584,92.720,84.214,79.158,60.729,49.041,60.828
50,65.192,41.110,52.555,37.656,46.648,20.616,21.840,32.757,41.617,54.489
8,90.211,40.522,31.780,79.158,82.873,50.488,21.840,76.400,49.396,49.041
